movieId,title,year,genres,imdbId,tmdbId,tags,ratings
1241,Dead Alive (Braindead) ,1992,Comedy|Fantasy|Horror,103873,763.0,,"[[91, 4.5], [115, 1.0], [187, 4.5], [274, 3.5], [387, 3.0], [405, 4.0], [441, 5.0], [462, 5.0], [505, 5.0], [610, 5.0]]"
1242,Glory ,1989,Drama|War,97441,9665.0,"[[474, 'Civil War']]","[[29, 4.0], [45, 5.0], [57, 4.0], [60, 4.0], [66, 4.0], [79, 5.0], [84, 5.0], [91, 4.0], [137, 4.0], [140, 3.0], [160, 4.0], [177, 4.0], [180, 3.5], [182, 4.5], [183, 4.0], [199, 4.0], [202, 5.0], [217, 4.0], [244, 5.0], [266, 4.0], [288, 4.0], [290, 5.0], [304, 5.0], [326, 3.0], [339, 3.5], [357, 5.0], [368, 4.0], [372, 5.0], [387, 3.0], [409, 4.0], [414, 4.0], [437, 5.0], [474, 4.5], [480, 4.0], [484, 4.0], [510, 3.5], [524, 5.0], [532, 5.0], [538, 2.5], [590, 4.0], [599, 4.0]]"
1243,Rosencrantz and Guildenstern Are Dead ,1990,Comedy|Drama,100519,18971.0,"[[474, 'Shakespeare sort of']]","[[23, 3.5], [51, 5.0], [57, 5.0], [66, 5.0], [68, 1.0], [105, 3.0], [182, 5.0], [246, 5.0], [372, 3.0], [387, 3.0], [414, 5.0], [469, 5.0], [474, 4.0], [509, 4.0], [599, 3.0], [606, 4.0]]"
1244,Manhattan ,1979,Comedy|Drama|Romance,79522,696.0,"[[474, 'black and white']]","[[51, 4.0], [59, 5.0], [84, 4.0], [103, 4.5], [105, 5.0], [113, 4.0], [132, 2.0], [137, 3.5], [156, 5.0], [168, 4.5], [177, 4.0], [188, 3.0], [199, 3.0], [216, 4.0], [221, 4.5], [298, 3.0], [345, 4.0], [377, 4.0], [387, 4.5], [391, 4.0], [397, 5.0], [409, 3.0], [412, 4.0], [445, 3.5], [448, 4.0], [469, 5.0], [474, 3.5], [587, 4.0], [597, 5.0], [599, 4.0], [600, 5.0], [603, 5.0], [606, 5.0]]"
1245,Miller's Crossing ,1990,Crime|Drama|Film-Noir|Thriller,100150,379.0,"[[474, 'Mafia']]","[[18, 4.0], [23, 3.5], [28, 3.5], [33, 5.0], [42, 5.0], [103, 5.0], [166, 4.5], [182, 4.5], [221, 5.0], [318, 5.0], [372, 3.0], [387, 4.0], [391, 5.0], [462, 4.0], [474, 3.0], [532, 4.0], [553, 4.0], [590, 4.0], [599, 3.5], [610, 5.0]]"
1246,Dead Poets Society ,1989,Drama,97165,207.0,"[[336, 'highschool'], [474, 'High School']]","[[7, 1.5], [18, 4.0], [24, 4.0], [31, 3.0], [42, 5.0], [45, 5.0], [62, 4.5], [65, 4.0], [66, 4.5], [70, 5.0], [83, 5.0], [84, 4.0], [91, 2.0], [100, 4.5], [104, 4.0], [132, 3.5], [140, 3.0], [144, 3.0], [153, 4.5], [169, 5.0], [171, 5.0], [182, 4.5], [198, 5.0], [202, 4.0], [211, 4.5], [215, 4.5], [219, 3.5], [226, 4.0], [239, 4.0], [246, 4.0], [247, 3.0], [250, 5.0], [265, 3.0], [288, 3.0], [303, 2.0], [305, 4.0], [307, 3.5], [308, 5.0], [318, 3.5], [326, 4.5], [330, 4.5], [336, 4.5], [356, 5.0], [357, 5.0], [359, 5.0], [363, 4.0], [367, 5.0], [372, 3.0], [381, 4.0], [383, 5.0], [385, 4.0], [391, 4.0], [413, 1.0], [414, 4.0], [418, 5.0], [425, 4.0], [432, 4.5], [434, 4.0], [437, 3.0], [461, 4.5], [462, 1.0], [474, 4.5], [477, 4.5], [480, 5.0], [482, 3.5], [483, 3.5], [489, 4.0], [490, 3.0], [495, 5.0], [517, 2.0], [524, 3.0], [525, 4.5], [526, 4.5], [527, 4.0], [542, 5.0], [560, 3.5], [561, 4.0], [562, 5.0], [570, 3.5], [580, 4.0], [590, 3.5], [597, 5.0], [599, 4.0], [600, 2.5], [603, 3.0], [606, 4.0]]"
1247,"Graduate, The ",1967,Comedy|Drama|Romance,61722,37247.0,"[[474, 'Simon and Garfunkel']]","[[10, 3.0], [16, 4.0], [18, 4.5], [27, 2.0], [59, 5.0], [66, 5.0], [74, 4.0], [76, 2.0], [84, 5.0], [95, 4.5], [103, 4.5], [104, 4.0], [105, 4.0], [113, 4.0], [116, 2.0], [122, 5.0], [137, 4.5], [156, 5.0], [166, 4.0], [168, 5.0], [177, 5.0], [182, 3.5], [198, 3.0], [202, 4.0], [215, 4.5], [221, 4.5], [222, 3.5], [226, 4.0], [263, 3.0], [275, 5.0], [279, 3.5], [280, 4.0], [285, 5.0], [288, 4.0], [298, 4.0], [303, 2.0], [304, 4.0], [305, 5.0], [307, 4.5], [310, 4.5], [311, 1.0], [313, 3.0], [315, 5.0], [317, 5.0], [318, 3.0], [322, 3.0], [328, 3.0], [339, 3.0], [356, 5.0], [357, 4.5], [387, 4.5], [391, 4.0], [405, 4.0], [409, 5.0], [410, 4.0], [414, 5.0], [418, 4.5], [421, 5.0], [427, 3.5], [437, 4.0], [445, 4.0], [462, 5.0], [469, 3.0], [474, 5.0], [480, 4.0], [495, 5.0], [497, 5.0], [510, 4.0], [517, 2.5], [554, 4.0], [563, 3.5], [572, 5.0], [590, 4.0], [597, 5.0], [599, 3.5], [600, 3.5], [603, 5.0], [606, 4.5], [610, 5.0]]"
1248,Touch of Evil ,1958,Crime|Film-Noir|Thriller,52311,1480.0,,"[[23, 3.0], [39, 5.0], [57, 5.0], [156, 5.0], [168, 5.0], [325, 5.0], [346, 4.5], [387, 4.5], [410, 4.0], [462, 4.0], [469, 5.0], [474, 3.5], [510, 4.5], [590, 4.0], [599, 3.5], [600, 3.0], [603, 4.0]]"
1249,"Femme Nikita, La (Nikita) ",1990,Action|Crime|Romance|Thriller,100263,9322.0,"[[474, 'hit men']]","[[23, 3.5], [28, 4.0], [33, 5.0], [51, 5.0], [57, 4.0], [91, 4.0], [132, 3.0], [166, 4.5], [195, 4.0], [202, 4.0], [222, 3.5], [275, 5.0], [297, 3.0], [313, 4.0], [332, 2.5], [334, 3.0], [372, 4.0], [376, 4.0], [387, 4.5], [391, 5.0], [414, 5.0], [425, 4.0], [453, 5.0], [474, 3.5], [489, 4.0], [546, 5.0], [555, 5.0], [560, 4.0], [562, 4.5], [580, 3.5], [599, 4.5], [606, 3.5], [607, 4.0], [608, 3.5], [610, 4.0]]"
1250,"Bridge on the River Kwai, The ",1957,Adventure|Drama|War,50212,826.0,"[[474, 'POW']]","[[4, 5.0], [27, 4.0], [29, 5.0], [57, 5.0], [59, 5.0], [64, 5.0], [70, 4.5], [76, 3.0], [83, 3.0], [137, 5.0], [140, 5.0], [198, 5.0], [199, 5.0], [200, 4.0], [218, 4.0], [219, 4.5], [221, 3.5], [264, 5.0], [288, 3.5], [290, 5.0], [305, 5.0], [309, 5.0], [334, 3.5], [348, 4.5], [368, 3.0], [387, 4.0], [414, 5.0], [422, 4.0], [437, 4.0], [448, 5.0], [469, 4.0], [474, 4.0], [489, 2.0], [502, 5.0], [517, 0.5], [520, 4.0], [524, 4.0], [527, 3.0], [561, 5.0], [572, 5.0], [577, 5.0], [580, 0.5], [590, 5.0], [606, 3.5], [608, 3.0]]"
1251,8 1/2 (8½) ,1963,Drama|Fantasy,56801,422.0,,"[[50, 4.5], [74, 4.5], [156, 5.0], [177, 3.0], [182, 5.0], [260, 3.0], [315, 4.0], [346, 3.0], [377, 4.5], [387, 4.5], [410, 4.0], [490, 4.5], [600, 4.0], [606, 3.5]]"
1252,Chinatown ,1974,Crime|Film-Noir|Mystery|Thriller,71315,829.0,"[[474, 'incest']]","[[16, 4.5], [17, 4.0], [18, 4.0], [23, 4.5], [36, 2.0], [50, 4.0], [57, 5.0], [59, 5.0], [66, 4.5], [74, 5.0], [103, 4.5], [137, 4.0], [140, 3.5], [156, 4.0], [168, 5.0], [177, 4.0], [182, 4.0], [194, 3.5], [198, 4.0], [216, 4.0], [218, 4.5], [221, 4.0], [239, 3.5], [268, 5.0], [275, 5.0], [285, 5.0], [288, 3.5], [290, 5.0], [305, 4.0], [307, 3.0], [312, 5.0], [328, 2.0], [329, 2.0], [339, 4.5], [346, 4.5], [357, 3.5], [362, 4.5], [368, 5.0], [376, 4.0], [387, 5.0], [405, 3.5], [410, 4.0], [412, 5.0], [414, 5.0], [415, 4.5], [422, 4.0], [424, 3.5], [454, 4.0], [462, 5.0], [465, 5.0], [469, 5.0], [474, 4.0], [477, 4.5], [561, 4.5], [572, 5.0], [590, 3.0], [597, 5.0], [599, 3.5], [603, 5.0]]"
1253,"Day the Earth Stood Still, The ",1951,Drama|Sci-Fi|Thriller,43456,828.0,"[[474, 'aliens']]","[[28, 3.5], [50, 3.0], [70, 4.0], [75, 4.0], [91, 3.5], [104, 3.0], [137, 3.5], [149, 5.0], [156, 3.0], [182, 4.0], [186, 5.0], [274, 4.0], [288, 3.0], [305, 5.0], [312, 4.0], [318, 2.5], [325, 4.0], [469, 3.0], [474, 4.0], [477, 4.0], [489, 3.0], [543, 5.0], [577, 4.0], [590, 5.0], [599, 3.5]]"
1254,"Treasure of the Sierra Madre, The ",1948,Action|Adventure|Drama|Western,40897,3090.0,"[[474, 'Cold']]","[[57, 4.0], [186, 4.0], [217, 3.0], [221, 4.5], [290, 5.0], [294, 3.0], [385, 4.0], [387, 4.0], [469, 3.0], [474, 4.5], [524, 3.0], [527, 4.0], [580, 0.5], [590, 4.0], [599, 3.0], [603, 5.0]]"
1255,Bad Taste ,1987,Comedy|Horror|Sci-Fi,92610,9964.0,,"[[274, 3.5], [298, 3.0], [312, 3.0], [387, 1.0], [405, 3.0], [610, 4.5]]"
1256,Duck Soup ,1933,Comedy|Musical|War,23969,3063.0,,"[[1, 5.0], [19, 4.0], [28, 4.0], [53, 5.0], [57, 5.0], [89, 1.5], [156, 5.0], [177, 4.5], [216, 3.0], [217, 2.0], [288, 4.0], [369, 4.0], [380, 4.0], [387, 4.0], [391, 5.0], [409, 4.0], [448, 5.0], [462, 3.0], [465, 4.0], [474, 2.5], [480, 4.0], [483, 4.0], [587, 1.0]]"
1257,Better Off Dead... ,1985,Comedy|Romance,88794,13667.0,"[[474, 'skiing']]","[[19, 3.0], [51, 4.5], [57, 3.0], [66, 4.0], [91, 2.0], [100, 3.5], [167, 3.0], [182, 2.5], [215, 4.0], [226, 4.5], [249, 4.0], [288, 2.0], [307, 3.0], [325, 3.0], [356, 5.0], [357, 4.5], [367, 5.0], [372, 3.0], [414, 5.0], [469, 4.0], [474, 3.0], [480, 4.0], [555, 5.0], [561, 4.0], [568, 4.0], [597, 5.0], [599, 2.0]]"
1258,"Shining, The ",1980,Horror,81505,694.0,"[[424, 'atmospheric'], [424, 'disturbing'], [424, 'Horror'], [424, 'jack nicholson'], [424, 'masterpiece'], [424, 'psychological'], [424, 'Stanley Kubrick'], [424, 'suspense'], [474, 'Stephen King']]","[[1, 3.0], [17, 4.0], [19, 2.0], [23, 5.0], [39, 5.0], [41, 5.0], [45, 5.0], [50, 4.0], [61, 4.0], [64, 3.5], [66, 4.0], [68, 3.5], [69, 5.0], [76, 3.5], [80, 4.0], [83, 5.0], [84, 4.0], [91, 4.5], [98, 5.0], [103, 4.0], [105, 4.0], [132, 4.0], [137, 3.5], [153, 3.0], [160, 2.5], [166, 4.0], [177, 4.0], [182, 4.5], [187, 4.5], [198, 3.0], [212, 4.0], [220, 2.0], [221, 5.0], [226, 4.0], [232, 3.5], [233, 4.0], [247, 4.0], [249, 3.5], [254, 5.0], [260, 3.5], [274, 4.5], [279, 5.0], [282, 4.0], [286, 4.5], [288, 3.0], [289, 4.0], [290, 4.0], [299, 4.0], [303, 2.0], [305, 5.0], [307, 3.5], [311, 4.0], [313, 5.0], [317, 5.0], [322, 2.5], [328, 4.0], [329, 5.0], [330, 4.0], [332, 3.5], [334, 3.5], [339, 5.0], [346, 3.5], [352, 5.0], [357, 5.0], [362, 5.0], [367, 4.0], [371, 5.0], [372, 4.0], [374, 4.0], [376, 4.0], [380, 4.0], [381, 4.0], [384, 4.0], [385, 4.0], [387, 4.5], [391, 5.0], [400, 4.5], [415, 4.0], [417, 5.0], [424, 4.5], [432, 3.0], [434, 5.0], [452, 4.0], [462, 2.5], [469, 5.0], [474, 4.0], [477, 4.5], [480, 5.0], [484, 3.5], [489, 4.0], [497, 4.0], [510, 4.0], [513, 2.5], [514, 4.0], [527, 5.0], [533, 4.5], [555, 5.0], [561, 4.5], [562, 4.0], [570, 3.0], [571, 5.0], [590, 4.0], [599, 3.5], [600, 3.5], [603, 3.0], [606, 4.5], [607, 5.0], [608, 4.0], [610, 5.0]]"
1259,Stand by Me ,1986,Adventure|Drama,92005,235.0,"[[474, 'Stephen King']]","[[4, 4.0], [17, 4.0], [19, 3.0], [41, 5.0], [45, 3.0], [47, 3.0], [66, 3.5], [70, 4.5], [84, 4.0], [91, 3.0], [105, 4.0], [132, 3.0], [135, 5.0], [153, 2.0], [159, 2.0], [171, 5.0], [186, 4.0], [195, 4.0], [196, 3.0], [198, 4.0], [200, 4.0], [201, 4.0], [202, 5.0], [215, 4.5], [217, 3.0], [221, 5.0], [224, 5.0], [225, 5.0], [226, 4.0], [234, 4.0], [239, 4.5], [251, 5.0], [265, 4.0], [266, 4.0], [274, 3.5], [275, 4.0], [288, 3.5], [290, 4.0], [294, 3.0], [304, 5.0], [305, 4.5], [307, 3.5], [328, 3.0], [330, 5.0], [339, 5.0], [356, 3.5], [357, 4.0], [365, 4.0], [367, 4.0], [368, 4.0], [370, 3.5], [372, 4.0], [381, 3.5], [391, 4.0], [409, 4.0], [414, 5.0], [418, 3.5], [425, 4.0], [437, 3.0], [450, 4.0], [452, 5.0], [461, 4.0], [462, 4.0], [469, 5.0], [474, 4.0], [477, 4.0], [480, 3.5], [489, 3.5], [495, 4.5], [503, 5.0], [510, 3.5], [514, 4.5], [525, 4.0], [527, 4.0], [531, 5.0], [552, 3.5], [555, 5.0], [558, 4.0], [561, 4.0], [562, 5.0], [572, 4.0], [573, 4.0], [575, 5.0], [577, 3.0], [587, 4.0], [590, 3.5], [597, 5.0], [599, 3.0], [600, 3.0], [606, 4.0], [607, 5.0]]"
1260,M ,1931,Crime|Film-Noir|Thriller,22100,832.0,"[[474, 'serial killer'], [567, 'atmospheric'], [567, 'chilly'], [567, 'creepy'], [567, 'menacing'], [567, 'mental illness'], [567, 'oninous']]","[[16, 4.0], [18, 4.0], [105, 4.0], [137, 3.0], [177, 2.0], [221, 4.5], [318, 4.0], [325, 4.0], [387, 4.0], [410, 5.0], [469, 4.0], [474, 4.0], [567, 4.0], [580, 0.5], [603, 5.0]]"
1261,Evil Dead II (Dead by Dawn) ,1987,Action|Comedy|Fantasy|Horror,92991,765.0,,"[[16, 4.0], [66, 5.0], [79, 5.0], [91, 4.5], [125, 4.5], [135, 3.0], [180, 4.0], [187, 5.0], [199, 3.0], [266, 5.0], [268, 4.0], [274, 4.5], [288, 4.5], [294, 4.0], [298, 3.5], [305, 4.5], [307, 4.0], [313, 4.0], [372, 5.0], [380, 5.0], [387, 4.0], [403, 3.5], [414, 4.0], [462, 4.0], [469, 4.0], [480, 2.0], [505, 5.0], [531, 2.0], [555, 4.0], [576, 3.0], [599, 3.0], [603, 4.0], [608, 4.0], [610, 5.0]]"
1262,"Great Escape, The ",1963,Action|Adventure|Drama|War,57115,5925.0,"[[474, 'POW']]","[[27, 5.0], [29, 4.5], [36, 4.0], [63, 4.0], [91, 3.5], [137, 3.0], [140, 5.0], [156, 3.0], [168, 4.5], [182, 4.5], [199, 5.0], [202, 5.0], [219, 3.5], [226, 4.5], [288, 4.0], [290, 5.0], [294, 4.0], [305, 5.0], [309, 4.5], [315, 4.0], [317, 3.0], [328, 4.0], [368, 4.0], [369, 3.0], [376, 4.0], [377, 4.5], [387, 3.5], [399, 3.5], [414, 5.0], [419, 4.0], [448, 5.0], [449, 4.0], [469, 5.0], [474, 4.0], [483, 5.0], [510, 4.0], [517, 4.0], [570, 3.0], [572, 5.0], [577, 5.0], [580, 0.5], [590, 4.5], [601, 4.5]]"
1263,"Deer Hunter, The ",1978,Drama|War,77416,11778.0,"[[474, 'Vietnam']]","[[3, 0.5], [17, 4.0], [50, 3.5], [59, 5.0], [64, 4.5], [74, 5.0], [84, 4.0], [105, 4.0], [122, 5.0], [156, 4.0], [166, 3.0], [168, 5.0], [182, 4.5], [187, 2.0], [198, 3.0], [221, 5.0], [265, 3.0], [288, 4.0], [290, 5.0], [305, 3.5], [307, 4.0], [309, 3.0], [330, 3.0], [361, 1.5], [362, 4.5], [368, 4.0], [387, 5.0], [414, 4.0], [434, 3.5], [462, 4.5], [469, 4.0], [474, 3.0], [480, 4.5], [489, 4.5], [495, 4.0], [517, 1.0], [561, 4.0], [577, 4.0], [580, 3.0], [597, 5.0], [599, 3.0], [600, 5.0], [603, 5.0]]"
1264,Diva ,1981,Action|Drama|Mystery|Romance|Thriller,82269,4485.0,,"[[156, 3.0], [188, 4.0], [268, 4.0], [325, 4.0], [603, 4.0]]"
1265,Groundhog Day ,1993,Comedy|Fantasy|Romance,107048,137.0,,"[[1, 4.0], [4, 4.0], [12, 3.5], [15, 3.5], [19, 4.0], [21, 3.5], [24, 4.5], [31, 2.0], [41, 3.0], [42, 5.0], [45, 3.0], [47, 2.0], [57, 5.0], [62, 4.0], [63, 3.0], [64, 4.0], [66, 3.5], [68, 2.5], [84, 3.0], [86, 4.0], [89, 1.0], [91, 4.0], [93, 5.0], [100, 3.5], [104, 4.0], [105, 4.0], [113, 3.0], [122, 5.0], [125, 4.5], [135, 5.0], [140, 3.0], [141, 3.5], [144, 3.0], [151, 5.0], [156, 5.0], [159, 4.5], [160, 2.0], [166, 4.0], [167, 3.0], [169, 4.0], [171, 3.0], [177, 4.0], [178, 4.5], [182, 4.5], [186, 5.0], [187, 4.5], [189, 4.0], [198, 4.0], [199, 4.0], [202, 5.0], [212, 2.5], [216, 4.0], [217, 3.0], [219, 3.5], [220, 5.0], [221, 4.0], [223, 3.5], [224, 5.0], [226, 4.0], [232, 4.0], [239, 2.5], [241, 3.0], [247, 3.0], [249, 4.5], [266, 4.0], [274, 4.5], [275, 5.0], [282, 4.5], [283, 3.0], [288, 4.5], [298, 3.5], [304, 5.0], [307, 3.0], [309, 4.5], [313, 4.0], [314, 4.0], [318, 4.0], [322, 4.0], [328, 3.0], [330, 4.5], [332, 5.0], [334, 4.0], [339, 5.0], [344, 5.0], [354, 4.0], [356, 4.0], [357, 4.5], [365, 2.5], [367, 4.0], [372, 4.0], [376, 4.0], [380, 5.0], [381, 3.5], [382, 5.0], [385, 5.0], [387, 3.5], [391, 4.0], [408, 5.0], [409, 4.0], [414, 4.0], [422, 4.0], [434, 5.0], [437, 5.0], [438, 4.0], [448, 4.0], [452, 5.0], [453, 5.0], [469, 5.0], [474, 3.0], [477, 4.0], [479, 5.0], [480, 3.0], [483, 5.0], [489, 3.5], [491, 4.0], [495, 4.0], [500, 3.0], [509, 3.0], [510, 4.0], [514, 4.0], [517, 3.0], [520, 5.0], [522, 4.5], [525, 4.0], [539, 3.5], [543, 5.0], [555, 4.0], [561, 4.5], [562, 4.0], [564, 5.0], [570, 4.0], [572, 1.0], [586, 4.5], [590, 4.0], [593, 2.5], [596, 3.0], [597, 5.0], [599, 4.0], [600, 4.0], [603, 5.0], [607, 3.0], [608, 3.5], [610, 4.5]]"
1266,Unforgiven ,1992,Drama|Western,105695,33.0,"[[474, 'revenge']]","[[4, 4.0], [23, 4.0], [28, 4.5], [42, 3.0], [57, 4.0], [64, 3.5], [66, 5.0], [69, 5.0], [75, 4.0], [84, 4.0], [91, 4.0], [105, 4.0], [115, 5.0], [140, 4.0], [195, 5.0], [202, 5.0], [221, 4.5], [238, 3.0], [239, 4.5], [266, 5.0], [274, 3.5], [275, 5.0], [288, 4.0], [290, 4.0], [298, 3.5], [305, 4.0], [314, 3.0], [330, 4.5], [362, 4.5], [380, 5.0], [387, 3.0], [391, 2.0], [403, 4.0], [414, 5.0], [448, 4.0], [462, 3.0], [474, 4.0], [480, 5.0], [483, 4.5], [514, 4.0], [524, 5.0], [555, 4.0], [580, 4.0], [590, 4.5], [599, 3.0]]"
1267,"Manchurian Candidate, The ",1962,Crime|Thriller|War,56218,982.0,"[[474, 'assassination'], [474, 'brainwashing']]","[[16, 4.0], [19, 3.0], [51, 4.0], [68, 2.0], [84, 5.0], [137, 3.5], [156, 4.0], [182, 4.0], [199, 5.0], [200, 3.0], [202, 5.0], [216, 5.0], [221, 4.0], [275, 5.0], [336, 3.5], [348, 4.5], [357, 4.0], [387, 3.5], [410, 4.0], [414, 4.0], [438, 5.0], [462, 4.5], [465, 5.0], [469, 5.0], [474, 4.0], [545, 5.0], [572, 5.0], [593, 4.0], [597, 5.0], [603, 5.0]]"
1268,Pump Up the Volume ,1990,Comedy|Drama,100436,8428.0,,"[[57, 3.0], [84, 3.0], [215, 5.0], [342, 3.0], [414, 4.0], [437, 4.0], [599, 2.5], [606, 4.0], [608, 4.0]]"
1269,Arsenic and Old Lace ,1944,Comedy|Mystery|Thriller,36613,212.0,"[[474, 'murder']]","[[19, 4.0], [57, 4.0], [59, 5.0], [70, 3.5], [84, 4.0], [89, 2.5], [168, 4.5], [186, 4.0], [188, 3.0], [216, 4.0], [217, 4.0], [221, 4.5], [288, 4.5], [290, 4.0], [309, 3.5], [357, 4.5], [377, 4.5], [412, 5.0], [465, 5.0], [469, 4.0], [474, 3.5], [488, 3.0], [517, 0.5], [527, 4.0], [555, 5.0], [571, 3.0], [590, 3.5], [605, 3.5], [606, 4.5]]"
1270,Back to the Future ,1985,Adventure|Comedy|Sci-Fi,88763,105.0,"[[474, 'time travel']]","[[1, 5.0], [7, 5.0], [9, 5.0], [15, 5.0], [17, 4.5], [18, 4.0], [19, 4.0], [21, 5.0], [27, 5.0], [29, 4.0], [31, 4.0], [39, 4.0], [42, 4.0], [45, 3.5], [57, 4.0], [62, 4.5], [63, 5.0], [66, 3.0], [67, 4.5], [68, 3.0], [70, 4.0], [72, 4.0], [78, 4.0], [82, 4.0], [83, 3.5], [84, 3.0], [89, 1.0], [91, 3.5], [95, 5.0], [98, 3.0], [100, 4.0], [104, 2.0], [108, 5.0], [112, 4.0], [116, 4.5], [119, 4.0], [122, 5.0], [125, 5.0], [132, 3.5], [137, 3.5], [140, 3.0], [141, 2.5], [149, 2.0], [156, 3.5], [157, 4.0], [160, 5.0], [169, 4.0], [171, 5.0], [172, 4.0], [177, 5.0], [178, 4.5], [182, 3.0], [193, 3.0], [195, 5.0], [198, 5.0], [200, 4.0], [201, 5.0], [202, 4.0], [210, 4.5], [217, 3.0], [219, 3.5], [220, 5.0], [222, 4.5], [224, 5.0], [225, 4.0], [226, 4.0], [231, 4.0], [232, 3.0], [244, 5.0], [247, 4.0], [249, 4.5], [254, 3.5], [255, 1.0], [256, 5.0], [265, 5.0], [266, 4.0], [267, 5.0], [274, 3.5], [275, 4.0], [276, 5.0], [279, 3.5], [280, 3.5], [282, 5.0], [287, 3.0], [288, 5.0], [290, 4.0], [292, 4.0], [294, 3.0], [298, 3.5], [301, 2.5], [303, 3.5], [304, 5.0], [305, 5.0], [307, 4.0], [313, 2.0], [318, 2.5], [325, 4.0], [328, 4.0], [330, 4.0], [332, 4.0], [334, 3.5], [339, 4.0], [341, 3.5], [342, 4.0], [344, 5.0], [354, 4.0], [356, 5.0], [357, 4.0], [359, 3.0], [367, 4.0], [372, 5.0], [376, 4.5], [380, 5.0], [381, 4.0], [385, 4.0], [387, 2.0], [391, 4.0], [399, 5.0], [400, 4.0], [414, 5.0], [418, 4.5], [420, 3.5], [434, 3.5], [437, 4.0], [438, 4.0], [448, 5.0], [452, 4.0], [457, 4.0], [462, 1.5], [469, 3.0], [474, 4.5], [475, 5.0], [477, 4.5], [480, 5.0], [482, 5.0], [483, 4.5], [489, 3.5], [508, 4.5], [514, 5.0], [517, 5.0], [520, 5.0], [522, 5.0], [524, 5.0], [525, 4.0], [527, 4.0], [534, 5.0], [543, 5.0], [546, 3.0], [551, 4.0], [555, 3.0], [561, 4.5], [563, 3.5], [564, 4.0], [570, 4.0], [571, 4.0], [573, 4.5], [577, 5.0], [580, 3.5], [586, 4.5], [587, 5.0], [590, 4.5], [596, 4.0], [597, 5.0], [599, 3.5], [600, 4.5], [603, 2.0], [605, 4.0], [606, 3.5], [607, 3.0], [608, 2.0], [610, 5.0]]"
1271,Fried Green Tomatoes ,1991,Comedy|Crime|Drama,101921,1633.0,,"[[28, 2.0], [33, 3.0], [84, 4.0], [103, 4.0], [132, 3.5], [153, 4.0], [177, 4.0], [182, 4.0], [200, 4.0], [202, 4.0], [215, 3.5], [253, 5.0], [260, 3.5], [265, 3.0], [268, 3.0], [307, 3.0], [357, 4.5], [387, 3.5], [414, 2.0], [474, 3.0], [477, 4.5], [480, 3.0], [483, 2.0], [489, 4.5], [562, 4.0], [599, 2.5], [600, 4.0], [603, 3.0], [606, 4.5], [608, 2.5]]"
1272,Patton ,1970,Drama|War,66206,11202.0,"[[474, 'World War II']]","[[3, 0.5], [29, 5.0], [51, 5.0], [70, 4.0], [84, 5.0], [105, 3.5], [137, 5.0], [140, 5.0], [156, 3.0], [172, 3.0], [199, 5.0], [202, 5.0], [238, 5.0], [274, 3.5], [288, 3.0], [305, 5.0], [309, 4.0], [312, 4.0], [333, 3.0], [339, 4.5], [368, 3.0], [385, 5.0], [408, 5.0], [414, 4.0], [422, 5.0], [442, 0.5], [465, 5.0], [474, 4.0], [524, 4.0], [572, 5.0], [577, 5.0], [590, 4.5], [597, 5.0]]"
1273,Down by Law ,1986,Comedy|Drama|Film-Noir,90967,1554.0,,"[[50, 3.0], [182, 4.0], [216, 3.0], [222, 3.5], [268, 5.0], [318, 4.0], [387, 4.0], [547, 5.0], [603, 4.0], [606, 4.0], [610, 5.0]]"
1274,Akira ,1988,Action|Adventure|Animation|Sci-Fi,94625,149.0,"[[477, 'animation'], [477, 'anime'], [477, 'visually stunning']]","[[23, 4.0], [50, 4.0], [57, 3.0], [91, 5.0], [95, 5.0], [105, 3.5], [149, 1.0], [177, 2.0], [182, 5.0], [187, 4.0], [198, 4.0], [219, 2.5], [260, 4.0], [274, 4.0], [298, 4.0], [313, 5.0], [318, 5.0], [371, 5.0], [372, 1.0], [377, 5.0], [387, 4.5], [414, 4.0], [428, 4.5], [434, 5.0], [440, 3.0], [469, 4.0], [474, 2.0], [477, 5.0], [480, 4.0], [483, 3.5], [500, 4.0], [560, 3.5], [567, 0.5], [599, 5.0], [600, 3.5], [603, 1.0], [606, 4.0], [608, 4.0], [610, 5.0]]"
1275,Highlander ,1986,Action|Adventure|Fantasy,91203,8009.0,,"[[1, 5.0], [3, 3.5], [18, 3.5], [28, 2.0], [55, 4.0], [57, 5.0], [66, 4.5], [68, 2.5], [75, 3.5], [104, 3.0], [122, 4.5], [160, 3.0], [177, 1.5], [182, 3.5], [202, 4.0], [217, 2.0], [234, 4.0], [266, 4.0], [288, 2.0], [294, 5.0], [298, 2.5], [304, 4.0], [313, 5.0], [368, 3.0], [372, 3.0], [380, 5.0], [387, 2.5], [414, 4.0], [425, 4.0], [438, 4.0], [448, 5.0], [452, 5.0], [469, 5.0], [480, 3.0], [489, 1.5], [493, 5.0], [518, 4.0], [524, 5.0], [555, 5.0], [561, 4.5], [562, 5.0], [577, 4.0], [596, 3.5], [597, 4.0], [599, 3.5], [605, 3.0], [606, 3.5], [608, 2.5]]"
